#sample	votus	coverage	meandepth	rpkm
sample_1	nh_c_01071319_k141_3219495||full	86.5602	2.46658	0.47156
sample_1	nh_c_01071319_k141_376118||full	78.7636	1.6697	0.368863
sample_1	nh_c_01071319_k141_2211034||full	93.6332	3.73977	0.780859
sample_1	nh_c_02081420_k141_856697||full	76.0734	1.69279	0.259609
sample_1	nh_c_02081420_k141_1993277||full	100	11.8897	3.29581
sample_1	nh_c_06121824_k141_2154936||full	100	10.2407	1.76011
sample_1	nh_s_11_k141_120299||full	100	8.74372	1.59874
sample_1	k141_1428||full	82.9309	7.61173	2.30499
sample_1	k141_349||full	100	14.2859	2.33384
sample_1	k141_1353||full	77.5177	1.90428	0.339143
sample_2	nh_c_01071319_k141_1661845||full	85.5009	1.80015	0.419828
sample_2	nh_c_01071319_k141_2211034||full	93.152	3.10864	0.823558
sample_2	nh_c_01071319_k141_1149484||full	79.0665	1.78261	0.396203
sample_2	nh_c_01071319_k141_1032720||full	80.7699	3.63802	1.56163
sample_2	nh_c_02081420_k141_856697||full	89.0788	1.67445	0.346546
sample_2	nh_c_02081420_k141_878612||full	81.4821	1.69698	0.355502
sample_2	nh_c_02081420_k141_1993277||full	100	10.1999	3.89104
sample_2	nh_c_02081420_k141_2742437||full	81.3774	1.76772	0.347112
sample_2	nh_c_04101622_k141_3516918||full	76.1003	3.38366	1.10092
sample_2	nh_c_06121824_k141_2154936||full	99.2669	8.2589	2.00162
sample_2	nh_s_02_k141_59360||full	100	11.5738	2.36678
sample_2	nh_s_11_k141_120299||full	100	9.68169	2.28929
sample_2	k141_349||full	97.93	4.72484	1.23908
sample_2	k141_1353||full	89.3344	2.66123	0.603483
sample_3	nh_c_03091521_k141_6374085||full	98.5273	5.40923	0.765437
sample_3	nh_c_03091521_k141_381760||full	96.0572	3.47648	0.497018
sample_3	nh_c_03091521_k141_1087889||full	100	7.11855	1.00194
sample_3	nh_c_03091521_k141_3327779||full	95.7617	3.64002	0.608214
sample_3	nh_c_03091521_k141_5052488||full	97.3163	5.32591	0.744002
sample_3	nh_c_06121824_k141_1216000||full	100	11.6048	2.35923
sample_3	nh_c_06121824_k141_6057314||full	77.2293	1.75899	0.467266
sample_3	nh_s_03_k141_369505||full	99.296	5.42055	0.770752
sample_3	nh_s_14_k141_129217||full	98.81	5.26679	1.04887
sample_3	nh_s_15_k141_867396||full	87.9835	3.96601	0.688537
sample_3	nh_s_15_k141_524670||full	99.9855	5.83582	0.885015
sample_3	wh_c_06121824_k141_7732897||full	97.2597	41.9116	12.4027
sample_3	wh_c_06121824_k141_7410108||full	98.8388	18.5228	4.15447
sample_3	k141_7782||full	88.7357	2.17408	0.340247
sample_3	k141_11224||lt2gene	80.1975	1.52139	0.225921
sample_4	nh_c_01071319_k141_1149484||full	93.9818	3.07855	0.378685
sample_4	nh_c_02081420_k141_1993277||full	100	12.8121	2.84341
sample_4	nh_c_04101622_k141_1363006||full	99.8213	3.77823	0.418701
sample_4	nh_c_04101622_k141_3516918||full	81.1711	7.45044	1.3005
sample_4	nh_c_04101622_k141_802482||full	89.7411	8.49608	1.13074
sample_4	nh_c_04101622_k141_1994499||full	95.1773	3.28879	0.366774
sample_4	nh_c_04101622_k141_3360832||full	86.5302	2.53372	0.411364
sample_4	nh_c_04101622_k141_3010829||full	97.1148	4.31956	0.514338
sample_4	nh_c_04101622_k141_2441708||full	99.6864	6.60068	0.786951
sample_4	nh_c_04101622_k141_507010||full	93.5701	5.94504	0.766391
sample_4	nh_c_04101622_k141_1295030||full	93.0671	2.54149	0.321927
sample_4	nh_c_04101622_k141_1882790||full	99.0744	4.82742	0.676209
sample_4	nh_c_04101622_k141_3053732||full	97.3625	3.12517	0.430062
sample_4	nh_c_04101622_k141_3275547||full	99.7933	4.54102	0.527186
sample_4	nh_c_04101622_k141_1810950||0_partial	97.5116	3.1836	0.402641
sample_4	nh_c_05111723_k141_3299002||full	76.9688	2.27548	0.275325
sample_4	nh_c_05111723_k141_225119||full	99.7624	6.84464	0.989837
sample_4	nh_c_05111723_k141_2209831||full	83.3333	2.02346	0.274508
sample_4	nh_c_05111723_k141_2617028||full	79.8084	2.00747	0.25994
sample_4	nh_c_05111723_k141_1110809||full	82.6369	11.32	2.34968
sample_4	nh_c_05111723_k141_1724519||full	95.7103	4.46905	0.607247
sample_4	nh_c_06121824_k141_2154936||full	100	20.7799	2.75215
sample_4	nh_s_04_k141_135726||full	100	5.45347	0.593365
sample_4	nh_s_11_k141_120299||full	100	22.9942	3.09781
sample_4	nh_s_11_k141_387105||full	80.9033	2.3233	0.371938
sample_4	nh_s_16_k141_205831||full	99.7056	7.34697	0.827857
sample_4	nh_s_22_k141_78333||full	81.3709	4.4865	0.849671
sample_4	nh_s_22_k141_234464||full	88.6788	4.58737	0.728296
sample_4	EarthsVirome_48037	94.8825	5.19614	0.794071
sample_4	k141_1663||full	90.1047	2.25172	0.336228
sample_4	k141_1470||full	93.5838	8.87418	1.79685
sample_4	k141_1428||full	100	24.034	3.73302
sample_4	k141_349||full	100	7.47002	1.00234
sample_4	k141_1352||full	96.9981	3.52198	0.521944
sample_4	k141_1353||full	100	5.47535	0.651871
sample_5	nh_c_02081420_k141_1993277||full	99.4377	8.22222	2.16604
sample_5	nh_c_03091521_k141_6586067||full	87.2388	3.81991	0.723705
sample_5	nh_c_04101622_k141_3120637||full	83.3929	2.71101	0.363159
sample_5	nh_c_04101622_k141_3516918||full	87.6961	12.3867	2.48219
sample_5	nh_c_04101622_k141_802482||full	78.0404	5.1481	0.767853
sample_5	nh_c_04101622_k141_3360832||full	98.8694	5.59805	0.775834
sample_5	nh_c_04101622_k141_2441708||full	80.2863	2.01118	0.328244
sample_5	nh_c_04101622_k141_1118782||full	88.1734	2.72409	0.403375
sample_5	nh_c_04101622_k141_2677720||full	94.3687	4.18	0.601945
sample_5	nh_c_05111723_k141_867639||full	99.8494	8.01008	0.963651
sample_5	nh_c_05111723_k141_3873730||full	93.9752	2.82163	0.356166
sample_5	nh_c_05111723_k141_1941467||full	98.0963	7.31492	1.0518
sample_5	nh_c_05111723_k141_3299002||full	97.0946	6.09048	0.760697
sample_5	nh_c_05111723_k141_1944285||full	99.3331	9.13866	1.06271
sample_5	nh_c_05111723_k141_394027||full	99.454	7.88313	0.942556
sample_5	nh_c_05111723_k141_3692006||full	83.6066	2.73603	0.375295
sample_5	nh_c_05111723_k141_786288||full	89.192	2.21837	0.275704
sample_5	nh_c_05111723_k141_3502860||full	87.8094	2.58291	0.348025
sample_5	nh_c_05111723_k141_3505137||full	99.6183	11.916	1.72395
sample_5	nh_c_05111723_k141_1956793||full	88.5267	5.46073	1.0253
sample_5	nh_c_05111723_k141_2349569||full	100	7.13139	0.829614
sample_5	nh_c_05111723_k141_2349848||full	86.0929	2.24716	0.264991
sample_5	nh_c_05111723_k141_3516006||full	95.732	3.27182	0.49563
sample_5	nh_c_05111723_k141_801338||full	99.2175	4.87551	0.681597
sample_5	nh_c_05111723_k141_220174||full	78.4582	3.10318	0.485
sample_5	nh_c_05111723_k141_2160324||full	100	6.67126	0.925802
sample_5	nh_c_05111723_k141_3131445||full	98.8301	5.3582	0.629613
sample_5	nh_c_05111723_k141_1775100||full	92.7338	3.0668	0.398653
sample_5	nh_c_05111723_k141_1775166||full	80.0583	11.1217	2.91202
sample_5	nh_c_05111723_k141_225119||full	100	9.00073	1.42801
sample_5	nh_c_05111723_k141_809417||full	99.9715	6.39198	0.88076
sample_5	nh_c_05111723_k141_3524867||full	100	15.7218	2.48155
sample_5	nh_c_05111723_k141_2943815||full	98.6007	6.42637	1.04358
sample_5	nh_c_05111723_k141_429520||full	93.2508	3.12902	0.40781
sample_5	nh_c_05111723_k141_2178362||full	98.5598	3.28304	0.393574
sample_5	nh_c_05111723_k141_2956495||full	100	8.26777	0.996026
sample_5	nh_c_05111723_k141_1407380||full	100	7.07503	0.823013
sample_5	nh_c_05111723_k141_1213500||full	99.192	7.06699	1.04339
sample_5	nh_c_05111723_k141_2386467||full	89.3889	3.67488	0.469687
sample_5	nh_c_05111723_k141_1805023||full	76.5376	3.9211	0.698405
sample_5	nh_c_05111723_k141_1615547||full	96.3162	4.00511	0.662812
sample_5	nh_c_05111723_k141_3556430||full	100	7.87015	0.963597
sample_5	nh_c_05111723_k141_3362926||full	99.4339	7.20236	0.875127
sample_5	nh_c_05111723_k141_2209831||full	99.4786	5.50968	0.680159
sample_5	nh_c_05111723_k141_1436516||full	99.2696	6.80963	0.90102
sample_5	nh_c_05111723_k141_1826491||full	100	9.12096	1.17348
sample_5	nh_c_05111723_k141_2022906||full	98.3135	4.57125	0.551065
sample_5	nh_c_05111723_k141_1251897||full	100	7.83768	0.943891
sample_5	nh_c_05111723_k141_1833556||full	84.2969	2.52331	0.375715
sample_5	nh_c_05111723_k141_867946||full	92.6079	2.71754	0.339212
sample_5	nh_c_05111723_k141_1837792||full	95.4228	3.17423	0.386933
sample_5	nh_c_05111723_k141_2808673||full	96.8452	3.35012	0.470313
sample_5	nh_c_05111723_k141_2617028||full	93.1472	3.58863	0.457836
sample_5	nh_c_05111723_k141_1068022||full	99.2433	7.29546	1.13478
sample_5	nh_c_05111723_k141_3211794||full	100	6.09616	0.786438
sample_5	nh_c_05111723_k141_2051657||full	99.9817	7.63133	0.928288
sample_5	nh_c_05111723_k141_2057279||full	100	16.0262	1.94113
sample_5	nh_c_05111723_k141_1088753||full	85.6313	2.18172	0.291491
sample_5	nh_c_05111723_k141_2836255||full	77.2571	4.53186	0.813602
sample_5	nh_c_05111723_k141_121461||full	97.7671	4.09878	0.490934
sample_5	nh_c_05111723_k141_3416676||full	100	11.2755	1.4076
sample_5	nh_c_05111723_k141_3416912||full	96.5802	3.80189	0.508616
sample_5	nh_c_05111723_k141_1872425||full	86.8954	2.90672	0.409761
sample_5	nh_c_05111723_k141_2846271||full	79.7454	1.87574	0.239628
sample_5	nh_c_05111723_k141_3630799||full	95.7202	6.53185	0.808538
sample_5	nh_c_05111723_k141_3823498||full	93.9301	3.04996	0.418893
sample_5	nh_c_05111723_k141_1110809||full	78.3616	7.11543	1.68056
sample_5	nh_c_05111723_k141_2857435||full	91.6784	6.35211	0.786255
sample_5	nh_c_05111723_k141_3050127||full	93.0217	3.89822	0.554835
sample_5	nh_c_05111723_k141_3642847||full	100	12.9134	1.52199
sample_5	nh_c_05111723_k141_927776||full	81.6545	3.29197	0.450948
sample_5	nh_c_05111723_k141_1123688||full	84.8732	2.46146	0.332298
sample_5	nh_c_05111723_k141_1130189||full	100	7.40005	0.935805
sample_5	nh_c_05111723_k141_365391||full	96.8338	4.84223	0.84353
sample_5	nh_c_05111723_k141_1724519||full	92.3801	2.34882	0.434506
sample_5	nh_c_05111723_k141_3664770||full	100	7.55704	0.913016
sample_5	nh_c_05111723_k141_1930874||full	86.6271	4.15262	0.623175
sample_5	nh_c_05111723_k141_2129864||full	100	7.78412	0.91431
sample_5	nh_c_05111723_k141_3681943||full	99.9696	8.87491	1.05846
sample_5	nh_c_05111723_k141_577087||full	99.6386	6.73084	1.12473
sample_5	nh_c_05111723_k141_3488275||full	100	11.8824	1.41031
sample_5	nh_c_06121824_k141_2675321||full	98.811	4.85783	0.588455
sample_5	nh_c_06121824_k141_1636225||full	99.1747	6.16808	0.809254
sample_5	nh_c_06121824_k141_2154936||full	100	22.8917	3.5229
sample_5	nh_c_06121824_k141_184158||full	93.8469	6.4179	0.749545
sample_5	nh_c_06121824_k141_7622230||full	94.609	3.60915	0.500564
sample_5	nh_s_05_k141_49367||full	99.8957	10.8489	1.24978
sample_5	nh_s_05_k141_766814||full	100	6.63792	0.885406
sample_5	nh_s_05_k141_87076||full	99.3502	6.14831	0.771975
sample_5	nh_s_05_k141_809412||full	99.4103	6.52768	0.791363
sample_5	nh_s_05_k141_767434||full	100	7.51701	0.874386
sample_5	nh_s_05_k141_216392||full	99.2631	3.4995	0.427328
sample_5	nh_s_05_k141_557510||full	100	7.79964	0.969715
sample_5	nh_s_05_k141_771232||full	100	7.26892	1.03619
sample_5	nh_s_05_k141_814030||full	100	7.15117	0.845125
sample_5	nh_s_05_k141_644568||full	99.6995	11.3677	1.36211
sample_5	nh_s_05_k141_308585||full	100	5.99938	0.759363
sample_5	nh_s_05_k141_819008||full	99.5718	8.10632	0.942385
sample_5	nh_s_05_k141_268227||full	100	8.81925	1.03632
sample_5	nh_s_05_k141_310580||full	100	6.35739	0.757553
sample_5	nh_s_05_k141_778556||full	100	11.8074	1.47855
sample_5	nh_s_05_k141_396677||full	100	6.51068	0.786401
sample_5	nh_s_05_k141_56756||full	100	7.99141	0.932588
sample_5	nh_s_05_k141_610051||full	100	6.4937	0.766677
sample_5	nh_s_05_k141_16293||full	100	10.8522	1.36549
sample_5	nh_s_05_k141_228634||full	99.3981	4.37831	0.503655
sample_5	nh_s_05_k141_484036||full	98.1208	3.6868	0.439326
sample_5	nh_s_05_k141_782340||full	99.454	6.48603	0.761752
sample_5	nh_s_05_k141_102915||full	100	10.3383	1.66319
sample_5	nh_s_05_k141_318849||full	100	9.13658	1.34551
sample_5	nh_s_05_k141_576898||full	99.6299	7.30873	0.861366
sample_5	nh_s_05_k141_747547||full	100	14.8875	1.78951
sample_5	nh_s_05_k141_789812||full	94.4554	3.54136	0.484925
sample_5	nh_s_05_k141_409457||full	99.8192	7.03254	0.853855
sample_5	nh_s_05_k141_623241||full	99.5857	12.412	1.42873
sample_5	nh_s_05_k141_625193||full	99.9123	5.66959	0.870353
sample_5	nh_s_05_k141_329252||full	100	6.46847	0.905434
sample_5	nh_s_05_k141_32886||full	100	10.9897	1.30458
sample_5	nh_s_05_k141_586354||full	100	6.99907	0.835339
sample_5	nh_s_05_k141_799425||full	100	14.1463	1.65242
sample_5	nh_s_05_k141_672919||full	100	8.6172	1.11844
sample_5	nh_s_05_k141_121945||full	100	12.0391	1.51863
sample_5	nh_s_05_k141_843769||full	100	11.4713	1.46982
sample_5	nh_s_05_k141_589997||full	100	6.3897	0.877818
sample_5	nh_s_05_k141_335249||full	100	8.84639	1.0832
sample_5	nh_s_05_k141_379150||full	98.4896	3.62417	0.422844
sample_5	nh_s_05_k141_379662||full	100	4.85099	0.612262
sample_5	nh_s_05_k141_336871||full	98.1792	4.19723	0.529654
sample_5	nh_s_05_k141_422936||full	100	17.1514	2.37214
sample_5	nh_s_05_k141_339080||full	98.0782	4.953	0.573213
sample_5	nh_s_06_k141_1433705||full	99.6079	10.7756	1.23966
sample_5	nh_s_06_k141_1728163||full	97.3976	6.48965	0.884286
sample_5	nh_s_06_k141_1200559||full	97.7177	6.99915	0.826437
sample_5	nh_s_06_k141_1671465||full	98.9455	6.45132	0.872188
sample_5	nh_s_06_k141_1560264||full	99.9649	15.1157	1.98486
sample_5	nh_s_10_k141_182926||full	87.6294	2.97174	0.487029
sample_5	nh_s_11_k141_355645||full	77.6422	2.8642	0.422281
sample_5	nh_s_11_k141_59950||full	94.076	4.43083	0.601989
sample_5	nh_s_11_k141_166366||full	81.7902	5.11927	0.703321
sample_5	nh_s_11_k141_120299||full	100	20.8488	3.26333
sample_5	nh_s_11_k141_387105||full	94.4532	3.41977	0.502912
sample_5	nh_s_11_k141_93525||full	75.8863	2.96307	0.36592
sample_5	nh_s_11_k141_901538||full	91.8387	9.0489	1.93425
sample_5	nh_s_12_k141_1181701||full	99.9452	9.41702	1.74044
sample_5	nh_s_12_k141_953837||full	96.1435	4.31151	0.822608
sample_5	nh_s_16_k141_205831||full	75.2962	1.70726	0.267575
sample_5	nh_s_17_k141_242400||full	92.2071	10.7185	2.04108
sample_5	nh_s_17_k141_353023||full	93.1972	2.68357	0.352487
sample_5	nh_s_18_k141_166022||full	77.4144	1.46375	0.209724
sample_5	nh_s_20_k141_164937||full	77.4161	7.37658	1.64052
sample_5	nh_s_20_k141_416004||full	89.6863	8.49937	1.71779
sample_5	nh_s_24_k141_1137504||full	80.8602	3.55676	0.562984
sample_5	nh_s_24_k141_1056478||full	82.684	2.14794	0.340337
sample_5	nh_s_24_k141_459938||full	86.4497	2.61232	0.386928
sample_5	wh_c_05111723_k141_3873288||full	90.5731	2.75458	0.342906
sample_5	wh_c_05111723_k141_3297199||full	99.9191	10.4664	1.20702
sample_5	wh_c_06121824_k141_3883976||full	95.9083	3.98977	0.4747
sample_5	wh_s_05_k141_847132||full	94.9787	3.05289	0.368193
sample_5	wh_s_06_k141_1741780||full	99.1205	63.6224	11.7267
sample_5	k141_1663||full	99.7833	4.29812	0.579673
sample_5	k141_2315||full	89.5659	11.223	2.54685
sample_5	k141_1470||full	99.9422	12.9466	2.4931
sample_5	k141_1715||full	81.1617	2.43848	0.346134
sample_5	k141_4114||full	84.9187	2.18519	0.295977
sample_5	k141_1885||full	86.2254	2.62435	0.35188
sample_5	k141_4354||full	75.2222	2.01415	0.3026
sample_5	k141_1033||full	84.5835	2.50478	0.347201
sample_5	k141_1428||full	88.808	7.54108	1.82265
sample_5	k141_659||full	89.0563	2.67595	0.368957
sample_5	k141_4624||full	84.6705	2.64127	0.368931
sample_5	k141_2814||full	77.983	1.49721	0.184867
sample_5	k141_349||full	76.838	1.74982	0.289346
sample_5	k141_1506||full	77.1173	1.45523	0.241799
sample_5	k141_1352||full	88.609	2.4409	0.327048
sample_5	k141_2797||full	81.2747	4.17577	0.859137
sample_5	k141_6300||full	85.7977	2.38288	0.401502
sample_5	k141_6658||full	76.0137	2.45215	0.467325
sample_5	k141_1847||full	79.0992	1.67633	0.262773
sample_5	k141_1164||full	99.852	7.9757	0.955707
sample_5	k141_3729||full	99.8146	10.963	1.25484
sample_5	k141_3730||full	97.0178	4.89405	0.562452
sample_5	k141_3732||full	92.5406	2.6959	0.335814
sample_5	k141_958||full	95.6529	2.60977	0.317364
sample_5	k141_42||full	89.2821	2.71235	0.401948
sample_5	k141_1993||full	100	11.842	1.37604
sample_5	k141_1069||full	96.5455	3.71836	0.485406
sample_5	k141_126||full	94.3092	3.11971	0.375016
sample_5	k141_3037||full	98.4695	4.42203	0.525536
sample_5	k141_196||full	85.3272	2.76122	0.368902
sample_5	k141_2055||full	99.9835	12.455	1.45087
sample_5	k141_2065||full	98.3088	4.07279	0.497785
sample_5	k141_245||full	100	11.2839	1.34259
sample_5	k141_3177||full	93.2614	3.21914	0.425835
sample_5	k141_3188||full	88.8691	2.85412	0.370439
sample_5	k141_2202||full	99.9047	11.2987	1.32011
sample_5	k141_290||full	99.4771	7.16709	1.08862
sample_5	k141_1360||full	99.3568	7.34488	0.856351
sample_5	k141_373||full	93.5388	4.5209	0.551846
sample_5	k141_1384||full	97.883	4.05181	0.487877
sample_5	k141_3305||full	100	8.34405	0.958476
sample_5	k141_2360||full	99.1186	3.59653	0.419131
sample_5	k141_2413||full	100	11.0653	1.25492
sample_5	k141_3459||full	95.4864	3.41994	0.423446
sample_5	k141_602||full	92.5473	3.35675	0.445237
sample_5	k141_1625||full	97.9209	4.19017	0.475228
sample_5	k141_611||full	95.9822	139.747	64.2336
sample_5	k141_2626||full	98.6361	4.3921	0.516679
sample_5	k141_2632||full	99.3768	5.92042	0.766853
sample_5	k141_3630||full	87.921	2.63144	0.323389
sample_5	k141_834||full	97.2187	3.06258	0.37863
sample_5	k141_929||full	98.365	4.33569	0.499552
sample_5	k141_5398||full	91.2263	2.62161	0.324321
